Chengyu,Frequency,Chinese,Pinyin,English
FALSE,171,狗改不了吃屎,gǒu gǎi bùliǎo chī shǐ,Dogs eat shit
FALSE,172,杀手锏,shāshǒujiàn,Killer
FALSE,173,饥不择食,jībùzéshí,Beggars
FALSE,174,对事不对人,duì shì bùduì rén,Not the person
FALSE,175,皮笑肉不笑,pí xiào ròu bùxiào,He is tightlipped
FALSE,176,双刃剑,shuāng rèn jiàn,Double-edged sword
FALSE,177,热脸贴冷屁股,rè liǎn tiē lěng pìgu,Hot face to cold ass
FALSE,178,好了伤疤忘了疼,hǎole shāngbā wàngle téng,"Well, the pain is forgotten"
FALSE,179,醋坛子,cùtánzi,Jealous
FALSE,180,君子之交淡如水,jūnzǐ zhī jiāo dàn rúshuǐ,Civil use
FALSE,181,三个和尚没水吃,sān gè héshàng méi shuǐ chī,Three monks no water to drink
FALSE,182,小白脸,xiǎobáiliǎn,Bitch
FALSE,183,放长线，钓大鱼,"fàng chángxiàn, diào dà yú",Long line to catch a big fish
FALSE,184,依葫芦画瓢,yī húlu huà piáo,Yihuhuhuapiao
FALSE,185,隔墙有耳,géqiángyǒu'ěr,Walls have ears
FALSE,186,巧妇难为无米之炊,qiǎo fù nánwéi wúmǐzhīchuī,Make bricks without straw
FALSE,187,不是吃素的,bùshì chīsù de,Not a vegetarian
FALSE,188,嫁鸡随鸡，嫁狗随狗,"jià jī suí jī, jià gǒu suí gǒu","Marry a chicken with the chicken, marry a dog as a dog"
FALSE,189,打开天窗说亮话,dǎkāi tiānchuāng shuō liànghuà,打开天窗说亮话
FALSE,190,人算不如天算,rén suàn bùrú tiān suàn,Unexpected outbreak
FALSE,191,小动作,xiǎodòngzuò,Trick
FALSE,192,远水解不了近渴,yuǎn shuǐjiě bùliǎo jìn kě,Far will not be forthcoming
FALSE,193,占着茅坑不拉屎,zhànzhe máokēng bù lā shǐ,Dog in the manger
FALSE,194,碰一鼻子灰,pèng yī bízi huī,be snubbed
FALSE,195,死猪不怕开水烫,sǐ zhū bùpà kāishuǐ tàng,Dead pig afraid of water hot
FALSE,196,换汤不换药,huàn tāng bù huàn yào,A new name
FALSE,197,救命稻草,jiùmìng dàocǎo,Straw
FALSE,198,明枪易躲，暗箭难防,"míng qiāng yì duǒ, ànjiàn nán fáng","Easy to hide the gun, stab difficult to prevent"
FALSE,199,谋事在人，成事在天,"móushì zài rén, chéngshì zài tiān","Man proposes, God disposes"
FALSE,200,三个女人一台戏,sān gè nǚrén yī tái xì,Three women in a drama
FALSE,201,有鼻子有眼,yǒubíziyǒuyǎn,A nose with eyes
FALSE,202,枪打出头鸟,qiāng dǎchūtóu niǎo,Good deed goes unpunished
FALSE,203,碰钉子,pèngdīngzi,hit a snag
FALSE,204,蹬鼻子上脸,dēng bízi shàng liǎn,Kicking his nose on the face
FALSE,205,吃豆腐,chī dòufu,eat tofu
FALSE,206,眉毛胡子一把抓,méi mao húzi yībǎzhuā,Eyebrows and beard grabbed
FALSE,207,偷鸡不成反蚀把米,tōu jī bùchéng fǎn shí bǎ mǐ,Anti-eclipse the rice gained nothing
FALSE,208,众人拾柴火焰高,zhòngrén shí chái huǒyàn gāo,The more the merrier
FALSE,209,快刀斩乱麻,kuàidāo zhǎn luànmá,Cut the Gordian knot
FALSE,210,吃软饭,chī ruǎn fàn,Eat soft food
FALSE,211,一着不慎，满盘皆输,"yīzhe bù shèn, mǎn pán jiē shū",One good turn deserves another
FALSE,212,听风就是雨,tīng fēng jiùshì yǔ,Ting Feng is the rain
FALSE,213,鸿门宴,hóngményàn,Banquet
FALSE,214,吃哑巴亏,chī yǎbākuī,Eat Yaba Kui
FALSE,215,眼中钉、肉中刺,"yǎnzhōngdīng, ròuzhōngcì",Thorn in the flesh
FALSE,216,舍不得孩子套不住狼,shěbudé háizi tào bù zhù láng,Could not bear a child sets the wolf
FALSE,217,挂羊头、卖狗肉,"guà yáng tóu, mài gǒuròu",Trickery
FALSE,218,煮熟的鸭子飞了,zhǔ shú de yā zǐ fēile,Cooked duck fly
FALSE,219,常在河边走，哪有不湿鞋,"cháng zài hé biān zǒu, nǎ yǒu bù shī xié","Often in the river walk, how can we avoid wet shoes"
FALSE,220,三脚猫,sānjiǎo māo,House divided against itself
FALSE,221,吃闭门羹,chībìméngēng,Admitted by
FALSE,222,三十年河东，三十年河西,"sānshí nián hédōng, sānshí nián hé xī","Three decades east, west three years"
FALSE,223,土包子,tǔbāozi,Bumpkin
FALSE,224,树大招风,shùdàzhāofēng,being targeted
FALSE,225,酒逢知己千杯少,jiǔ féng zhījǐ qiān bēi shǎo,酒逢知己千杯少
FALSE,226,当一天和尚撞一天钟,dāng yītiān héshàng zhuàng yītiān zhōng,When one day a monk clock hit one
FALSE,227,是骡子是马拉出来遛遛,shì luózi shì mǎ lā chūlái liú liú,Is a mule is a horse out of a walk
FALSE,228,一个鼻孔出气,yīgè bíkǒng chūqì,Singing the same tune
FALSE,229,身在曹营心在汉,shēn zài cáo yíng xīn zài hàn,Cao Ying Chinese heart
FALSE,230,瘦死的骆驼比马大,shòu sǐ de luòtuó bǐ mǎ dà,Thin dead camel than Martha
FALSE,231,树欲静而风不止,shù yù jìng ér fēng bùzhǐ,The tree still while the wind blows
FALSE,232,丑媳妇早晚也得见公婆,chǒu xífù zǎowǎn yě dé jiàn gōngpó,Chou Xifu sooner or later have to see her
FALSE,233,胜者王侯败者贼,shèng zhě wánghóu bài zhě zéi,The winner princely losers thief
FALSE,234,下三烂,xiàsānlàn,Tatters
FALSE,235,上了贼船,shàngle zéi chuán,Shangliaozeichuan
FALSE,236,病急乱投医,bìng jí luàn tóuyī,Styled
FALSE,237,打如意算盘,dǎ rúyì suànpán,Wishful thinking
FALSE,238,龙生龙，凤生凤,"lóng shēng lóng, fèng shēng fèng","Born dragon, chicken born chicken"
FALSE,239,不看僧面看佛面,bù kàn sēng miàn kàn fó miàn,Do not look see Buddhist monks face surface
FALSE,240,雷声大、雨点小,"léi shēng dà, yǔdiǎn xiǎo","Thunder, little rain"
FALSE,241,脸红脖子粗,liǎnhóng bózi cū,Got angry
FALSE,242,一棍子打死,yī gùnzi dǎ sǐ,Beat him to death
FALSE,243,拿鸡蛋碰石头,ná jīdàn pèng shítou,Take 鸡蛋碰石头
FALSE,244,没有不透风的墙,méiyǒu bù tòufēng de qiáng,Not an unventilated wall
FALSE,245,人怕出名猪怕壮,rén pà chūmíng zhū pà zhuàng,Afraid of strong people afraid of becoming famous pig
FALSE,246,山中无老虎，猴子称大王,"shānzhōng wú lǎohǔ, hóuzi chēng dàwáng","Mountains tiger, monkey king"
FALSE,247,杀鸡焉用宰牛刀,shā jī yān yòng zǎi niúdāo,Slaughter chickens Yanyong chopper
FALSE,248,大树底下好乘凉,dà shù dǐxia hǎo chéngliáng,Good shade tree
FALSE,249,跑龙套,pǎolóngtào,play a small role
FALSE,250,七大姑，八大姨,"qī dà gū, bā dàyí",Seven Regardless of eight aunt
FALSE,251,一是一，二是二,"yī shì yī, èr shì èr","First, a second, second"
FALSE,252,多个朋友多条路,duō gè péngyǒu duō tiáo lù,Way more than friends
FALSE,253,下台阶,xià táijiē,Down the steps
FALSE,254,打小算盘,dǎ xiǎo suànpán,Daxiaosuanpan
FALSE,255,坐山观虎斗,zuò shān guān hǔ dòu,Show from the sidelines
FALSE,256,羊毛出在羊身上,yángmáo chū zài yáng shēnshang,Fleece
FALSE,257,一口吃成个胖子,yīkǒu chī chéng gè pàngzi,Bite into a fat man
FALSE,258,屋漏偏逢连阴雨,wū lòu piān féng liányīnyǔ,"Leaky house, with rain every"
FALSE,259,老油条,lǎo yóutiáo,Oil Stick
FALSE,260,捅马蜂窝,tǒng mǎfēngwō,Stir up a hornets' nest
FALSE,261,小意思,xiǎoyìsi,Piece of cake
FALSE,262,倒打一耙,dàodǎyībà,Falsely accuse
FALSE,263,陈芝麻、烂谷子,"chén zhīma, làn gǔzi",Chen sesame rotten corn
FALSE,264,一条龙,yītiáo lóng,Train
FALSE,265,四两拨千斤,sìliǎngbōqiānjīn,Skillfully deflected
FALSE,266,前怕狼，后怕虎,"qián pà láng, hòupà hǔ","Before the fear of the wolf, scared the tiger"
FALSE,267,吃水不忘挖井人,chīshuǐ bù wàng wā jǐng rén,Draft forget who dug
FALSE,268,有仇不报非君子,yǒu chóu bù bào fēi jūnzǐ,Do not report any grudges against non-gentleman
FALSE,269,不倒翁,bùdǎowēng,tumbler
FALSE,270,干打雷，不下雨,"gān dǎléi, bù xià yǔ",Dry thunder without rain
FALSE,271,鸡飞狗跳,jī fēi gǒu tiào,Jifeigoutiao
FALSE,272,事后诸葛亮,shìhòu zhūgéliàng,Hindsight
FALSE,273,落水狗,luòshuǐgǒu,Reservoir Dogs
FALSE,274,板上钉钉,bǎnshàngdìngdīng,That clinches it
FALSE,275,一碗水端平,yī wǎn shuǐ duān píng,Equal justice
FALSE,276,烫手的山芋,tàngshǒu de shānyù,Hot potato
FALSE,277,笑掉大牙,xiào diào dàyá,Laugh
FALSE,278,一回生，二回熟,"yī huíshēng, èr huí shú","A resuscitation, two back cooked"
FALSE,279,鱼与熊掌不可得兼,yú yǔ xióng zhǎng bùkě dé jiān,Fish and can not have both
FALSE,280,咸鱼翻身,xián yú fānshēn,Re-energized
FALSE,281,一根绳上的蚂蚱,yī gēn shéng shàng de mà zhà,A rope grasshopper
FALSE,282,趟浑水,tāng hún shuǐ,Muddy water
FALSE,283,狗腿子,gǒutuǐzi,Henchman
FALSE,284,用在刀刃上,yòng zài dāorèn shàng,Wisely
FALSE,285,鸡飞蛋打,jīfēidàndǎ,Jifeidanda
FALSE,286,胳膊扭不过大腿,gēbó niǔ bù guo dàtuǐ,"Arm twisting, but the thigh"
FALSE,287,饱汉不知饿汉饥,bǎo hàn bùzhī è hàn jī,I do not know-fed starving suffer
FALSE,288,笑面虎,xiàomiànhǔ,Smiling tiger
FALSE,289,二,èr,two
FALSE,290,给力,gěilì,awesome
FALSE,291,母老虎,mǔ lǎohǔ,tigress
FALSE,293,门外汉,ménwàihàn,layman
FALSE,294,前人栽树，后人乘凉,"qián rén zāi shù, hòu rén chéngliáng","Predecessors trees, descendants cool"
FALSE,295,烂泥扶不上墙,lànní fú bù shàng qiáng,Mud on the wall does not help
FALSE,296,关公面前耍大刀,guāngōng miànqián shuǎ dàdāo,Guan Gong in front of the masters
FALSE,297,高不成，低不就,"gāo bùchéng, dī bù jiù","High fragmentation, low not"
FALSE,298,胳膊肘往外扭,gēbó zhǒu wǎngwài niǔ,Twisted his elbow out
FALSE,299,长痛不如短痛,zhǎng tòng bùrú duǎn tòng,Long pain as short-term pain
FALSE,300,酒香不怕巷子深,jiǔ xiāng bùpà xiàngzi shēn,Sell ​​themselves
FALSE,301,一条路走到黑,yītiáo lù zǒu dào hēi,A road go black
FALSE,302,不是鱼死，就是网破,"bùshì yú sǐ, jiùshì wǎng pò","Not a fish die, that net broken"
FALSE,303,冰山一角,bīng shān yījiǎo,tip of the iceberg
FALSE,304,身体是革命的本钱,shēntǐ shì gémìng de běnqián,The body is the capital of revolution
FALSE,305,说风凉话,shuō fēngliánghuà,Gloating
FALSE,306,紧箍咒,jǐngūzhòu,Straitjacket
FALSE,307,唱双簧,chàng shuānghuáng,collaborate with each other
FALSE,308,开空白支票,kāi kòngbái zhīpiào,A blank check
FALSE,309,保护伞,bǎohùsǎn,Umbrella
FALSE,310,一个萝卜一个坑,yīgè luóbo yīgè kēng,A carrot a pit
FALSE,311,狗咬狗,gǒuyǎogǒu,Dog Bite Dog
FALSE,312,唱高调,chàng gāodiào,Chant bombastic words
FALSE,313,打水漂,dǎ shuǐ piào,Naught
FALSE,314,开小差,kāixiǎochāi,Desert
FALSE,315,两面派,liǎngmiànpài,Double-dealing
FALSE,316,一盘散沙,yīpánsǎnshā,Mess
FALSE,317,和稀泥,huò xīní,Half-hearted
FALSE,318,敲竹杠,qiāozhúgàng,Rip-off
FALSE,319,扯后腿,chě hòu tuǐ,Che Houtui
FALSE,320,穿小鞋,chuānxiǎoxié,Make trouble
FALSE,321,给他一点颜色看看,gěi tā yīdiǎn yánsè kàn kàn,Give him a little color to see
FALSE,322,天高皇帝远,tiān gāo huángdì yuǎn,Day high and the emperor far away
FALSE,323,拣软柿子捏,jiǎn ruǎn shìzi niē,Pick any punches either pinching
FALSE,324,打马虎眼,dǎmǎhǔyǎn,act dumb
FALSE,325,千里马,qiānlǐmǎ,Maxima
FALSE,326,打擦边球,dǎ cābiānqiú,Walking a fine line
FALSE,327,摸着石头过河,mōzhe shítouguò hé,Trial and error
FALSE,328,半路出家,bànlùchūjiā,Without solid foundation
FALSE,329,老狐狸,lǎohúlí,Old fox
FALSE,330,一窝蜂,yīwōfēng,Rush
FALSE,331,开夜车,kāiyèchē,Work at night
FALSE,332,手心手背都是肉,shǒuxīn shǒubèi dōu shì ròu,Palm back of the hand are the meat
FALSE,333,缩头乌龟,suō tóu wūguī,Coward
FALSE,334,走过场,zǒuguòchǎng,Going through the motions
FALSE,335,做文章,zuò wénzhāng,Make an issue
FALSE,336,吃大锅饭,chī dàguōfàn,Mess together
FALSE,337,戴高帽,dài gāo mào,Wear a dunce cap
FALSE,338,秋后算账,qiūhòusuànzhàng,The usual suspects
FALSE,340,坐冷板凳,zuò lěng bǎndèng,Sitting on the bench
FALSE,341,不当家不知柴米贵,bùdāng jiā bùzhī cháimǐ guì,Improper leading a poor family I do not know your
FALSE,342,红眼病,hóngyǎnbìng,Pink eye
FALSE,343,葫芦里卖的是什么药,húlu lǐ mài de shì shénme yào,What is snake oil medicine
FALSE,344,三句话不离本行,sān jù huà bùlí běn háng,Shoppy
FALSE,345,糖衣炮弹,tángyī pàodàn,Sugar-coated bullets
FALSE,346,树倒猢狲散,shù dǎo húsūn sàn,Collapse and disappear
FALSE,347,硬骨头,yìng gǔtou,Unyielding person
FALSE,348,二虎相争，必有一伤,"èr hǔ xiāng zhēng, bì yǒuyī shāng","Tigers fight, there must be an injury"
FALSE,349,拆东墙，补西墙,"chāi dōng qiáng, bǔ xī qiáng",rob Peter to pay Paul
FALSE,350,大鱼吃小鱼,dà yú chī xiǎo yú,Feeding Frenzy
FALSE,351,狐狸尾巴露出来了,húlí wěibā lùchūláile,Fox tail exposed
FALSE,352,开绿灯,kāilǜdēng,Green light
FALSE,353,歪瓜裂枣,wāi guā liè zǎo,Crooked melon split dates
FALSE,354,小辫子,xiǎo biànzi,Pigtail
FALSE,355,一头雾水,yītóu wù shuǐ,Confused
FALSE,356,隔行如隔山,géháng rú géshān,Gehangrugeshan
FALSE,357,一亩三分地,yī mǔ sān fēn de,Third of an acre
FALSE,358,成也萧何，败也萧何,"chéng yě xiāohé, bài yě xiāohé",Winning or losing does not matter
FALSE,359,大水冲了龙王庙,dà shuǐ chōngle lóngwáng miào,Big flush of the Dragon King Temple
FALSE,360,乱弹琴,luàntán qín,Playin
FALSE,361,挤牙膏,jǐ yágāo,Squeezing toothpaste
FALSE,362,墙倒众人推,qiáng dǎo zhòngrén tuī,Push everyone down the wall
FALSE,363,莫须有,mòxūyǒu,Groundless
FALSE,364,拿鸡毛当令箭,ná jīmáo dāng lìngjiàn,Take a feather when the authority arrow
FALSE,365,捅破窗户纸,tǒng pò chuānghù zhǐ,Pierce the windows of paper
FALSE,366,三字经,sānzìjīng,Three Character Classic
FALSE,367,苍蝇不叮无缝的蛋,cāngyíng bù dīng wú fèng de dàn,Flies do not hover eggs
FALSE,368,大跌眼镜,dà diēyǎnjìng,Surprise
FALSE,369,说一千，道一万,"shuō yīqiān, dào yī wàn","He says a thousand, ten thousand channel"
FALSE,370,绊脚石,bàn jiǎo shí,stumbling block
FALSE,371,过五关、斩六将,"guò wǔ guān, zhǎn liù jiàng","A five-off, killing six"
FALSE,372,求爷爷、告奶奶,"qiú yéyé, gào nǎinai","Seeking grandfather, grandmother reported"
FALSE,373,羡慕嫉妒恨,xiànmù jídù hèn,"envy, jealousy, hate"
FALSE,374,打掉门牙往肚里咽,dǎ diào ményá wǎng dù lǐ yàn,Knocked out front teeth pharynx to the stomach
FALSE,375,唱对台戏,chàngduìtáixì,Rival
FALSE,376,分一杯羹,fēn yībēi gēng,A share
FALSE,377,变色龙,biànsèlóng,chameleon
FALSE,378,独木不成林,dú mù bùchéng lín,One tree does not make a forest
FALSE,379,既生瑜，何生亮？,"jì shēng yú, héshēngliàng?","Both Sheng Yu, Sheng-liang?"
FALSE,380,撂挑子,Liàotiāozi,Refuse to work
FALSE,381,敲门砖,qiāoménzhuān,Stepping stone
FALSE,382,试金石,shìjīnshí,Touchstone
FALSE,383,火烧眉毛,huǒ shāo méimáo,Feel the burn
FALSE,384,空手套白狼,kōng shǒutào bái láng,Sleight of hand tricks
FALSE,385,一瓶子不满，半瓶子晃荡,"yī píngzi bùmǎn, bàn píngzi huàngdang","A bottle discontent, half bottle sloshing"
FALSE,386,脱了裤子放屁,tuōle kùzi fàngpì,Tuoliaokuzi fart
FALSE,387,借东风,jiè dōngfēng,By the wind
FALSE,388,白开水,báikāishuǐ,Plain boiled water
FALSE,389,鲤鱼跳龙门,lǐyú tiào lóngmén,Carp leaping
FALSE,390,强龙压不住地头蛇,qiáng lóng yā bù zhù dìtóushé,Strong dragon snakes hid
FALSE,391,这山望着那山高,zhè shān wàngzhe nà shāngāo,This mountain that looks high
FALSE,392,光脚的不怕穿鞋的,guāng jiǎo de bùpà chuān xié de,Barefoot shoes are not afraid
FALSE,393,不成功，便成仁,"bùchénggōng, biàn chéngrén",Boom or bust
FALSE,394,滚刀肉,gǔn dāo ròu,Hob meat
FALSE,395,久病成良医,jiǔ bìng chéngliáng yī,Chronic illness into a good doctor
FALSE,396,枕边风,zhěn biān fēng,Pillow talk
FALSE,397,一锤子买卖,yī chuízi mǎimài,Deal or No Deal
FALSE,398,横挑鼻子竖挑眼,héng tiāo bízi shù tiāoyǎn,Pick nose horizontal vertical hypercritical
FALSE,399,唱空城计,chàng kōngchéngjì,Sing empty city
FALSE,400,一刀切,yīdāoqiē,One size fits all
FALSE,401,旧瓶装新酒,jiù píngzhuāng xīnjiǔ,Old wine in new bottles
FALSE,402,两面三刀,liǎngmiànsāndāo,Double-dealing
FALSE,403,一把钥匙开一把锁,yī bǎ yàoshi kāi yī bǎ suǒ,A key to open a lock
FALSE,404,打一巴掌，给个甜枣,"dǎ yī bāzhang, gěi gè tián zǎo","Hit a slap in the face, give sweet dates"
FALSE,405,先君子后小人,xiān jūnzǐ hòu xiǎo rén,After the first gentleman villain
FALSE,406,尺有所短，寸有所长,"chǐ yǒu suǒ duǎn, cùn yǒu suǒ cháng",Everyone has his strong and weak points
FALSE,407,出来混的，总要还的,"chū lái hùn de, zǒng yào huán de","Out to mix, always have to repay"
FALSE,408,画虎不成反类犬,huà hǔ bù chéng fǎn lèi quǎn,Poor imitation like a dog
FALSE,409,大意失荆州,dàyì shī jīngzhōu,Lost Jingzhou
FALSE,410,卸磨杀驴,xiè mò shā lǘ,Xiemoshalv
FALSE,411,躺着都中枪,tǎngzhe dōu zhōng qiāng,They are lying in the gun
FALSE,412,脚正不怕鞋歪,jiǎo zhèng bùpà xié wāi,Crooked foot is not afraid of shoes
FALSE,413,有奶就是娘,yǒu nǎi jiùshì niáng,There is the mother milk
FALSE,414,肉烂在锅里,ròu làn zài guō lǐ,Rotten meat in the pot
FALSE,415,说你胖你就喘,shuō nǐ pàng nǐ jiù chuǎn,You say you're fat asthma
FALSE,416,擦屁股,cā pìgu,Wipe
FALSE,417,皇帝女儿不愁嫁,huángdì nǚ'ér bù chóu jià,Emperor daughter mentality
FALSE,418,一朝天子一朝臣,yī zhāo tiānzǐ yī zhāo chén,Own courtiers
FALSE,419,活人让尿憋死,huó rén ràng niào biē sǐ,Let the living suffocated in urine
FALSE,420,走马灯,zǒumǎdēng,Revolving door
FALSE,421,花无百日红,huā wú bǎi rì hóng,Flowers last forever
FALSE,422,东风压倒西风,dōngfēng yādǎo xīfēng,East Eats West
FALSE,423,岁月是把杀猪刀,suìyuè shì bǎ shā zhū dāo,Years is the Sha Zhudao
FALSE,424,丁是丁，卯是卯,"dīng shì dīng, mǎo shì mǎo","Ding Ding, d is the d"
FALSE,425,多年的媳妇熬成婆,duōnián de xífù áo chéng pó,Years his wife boiled woman
FALSE,426,强将手下无弱兵,qiáng jiàng shǒuxià wú ruò bīng,No weak soldiers forcing men
FALSE,427,头痛医头，脚痛医脚,"tóutòng yītóu, jiǎo tòng yī jiǎo",Stop-gap measures
FALSE,428,拉不出屎来怨茅房,lā bù chū shǐ lái yuàn máofáng,Pull no feces to blame latrine
FALSE,429,东方不亮西方亮,dōngfāng bù liàng xīfāng liàng,East does not shine bright
FALSE,430,老牛拉破车,lǎo niú lā pò chē,Buffaloes pulling broken car
FALSE,431,放卫星,fàng wèixīng,Put satellites
FALSE,432,鸡同鸭讲,jī tóng yā jiǎng,Chicken and Duck Talk
FALSE,433,一锅端,yīguōduān,Side pot
FALSE,434,老皇历,lǎohuángli,Old almanac
FALSE,435,家花没有野花香,jiā huā méiyǒu yě huāxiāng,Home to spend no wild flowers
FALSE,436,又想当婊子又想立牌坊,yòu xiǎng dāng biǎo zi yòu xiǎng lì páifāng,Wanting to bitch want Paifang
FALSE,437,遮羞布,zhēxiūbù,Fig leaf
FALSE,438,耍花枪,shuǎ huāqiāng,Shua Huaqiang
FALSE,439,又要马儿跑，又要马儿不吃草,"yòu yào mǎ er pǎo, yòu yào mǎ er bu chī cǎo","But also horse race, but also horse can not eat"
FALSE,440,牛不喝水强按头,niú bù hē shuǐ qiáng àn tóu,Cattle do not drink strong according to head
FALSE,441,摆乌龙,bǎi wū lóng,Blunder
FALSE,442,各打五十大板,gè dǎ wǔshí dà bǎn,Each six blows
FALSE,443,一个将军一个令,yīgè jiāngjūn yīgè lìng,A way to make a general
FALSE,444,抱大腿,bào dàtuǐ,Hold the thigh
FALSE,445,砸了锅,zále guō,Smashed pot
FALSE,446,会哭的孩子有奶吃,huì kū de háizi yǒu nǎi chī,Cry of the child Naichi
FALSE,447,二一添作五,èryī tiān zuò wǔ,Twenty-one five for Tim
FALSE,448,风一阵，雨一阵,"fēng yīzhèn, yǔ yīzhèn","A burst of wind, rain burst"
FALSE,449,剃头挑子一头热,tìtóu tiāozi yī tóu rè,A hot sided affair
FALSE,450,远来的和尚会念经,yuǎn lái de héshàng huì niànjīng,Far to the monks chanting
FALSE,451,揪辫子,jiū biànzi,Pulling pigtails
FALSE,452,小姐的身子丫鬟的命,xiǎojiě de shēnzi yāhuan de mìng,Miss maidservants body's life
FALSE,453,只见树木，不见森林,"zhǐ jiàn shùmù, bùjiàn sēnlín",See the trees but not the forest
FALSE,454,屁股决定脑袋,pìgu juédìng nǎodai,We decided to head butt
FALSE,455,兔子尾巴长不了,tùzǐ wěibā cháng bùliǎo,兔子尾巴长不了
FALSE,456,骑马找马,qímǎ zhǎo mǎ,Look for a horse riding
FALSE,457,敲锣边儿,qiāo luó biān er,Gong orgy
FALSE,458,扣帽子,kòu màozi,Putting labels
FALSE,459,拔出萝卜带出泥,bá chū luóbo dài chū ní,Pull out the carrot out of the mud
FALSE,460,满嘴跑火车,mǎnzuǐ pǎo huǒchē,Mouth running train
FALSE,461,温水煮青蛙,wēnshuǐ zhǔ qīngwā,Warm boiled frog
FALSE,462,万金油,wànjīnyóu,Jack of all trades
FALSE,463,树挪死，人挪活,"shù nuó sǐ, rén nuó huó","Move trees die, people move to live"
FALSE,464,按下葫芦起了瓢,àn xià húlu qǐle piáo,Press played a gourd dipper
FALSE,465,到什么山唱什么歌,dào shénme shān chàng shénme gē,"To what mountain, what songs"
FALSE,466,拔根汗毛比腰粗,bá gēn hànmáo bǐ yāo cū,Uproot hairs than large waist
FALSE,467,阎王好见，小鬼难搪,"yánwáng hǎo jiàn, xiǎoguǐ nán táng","Hades good to see, hard to keep out the devil"
FALSE,468,不见兔子不撒鹰,bùjiàn tùzǐ bù sā yīng,Not rabbits not spread eagle
FALSE,469,当面锣，对面鼓,"dāngmiàn luó, duìmiàn gǔ","Face to face gongs, drums across"
FALSE,470,眼大肚子小,yǎn dàdùzi xiǎo,Eyes belly small
FALSE,471,浅水养不了大鱼,qiǎnshuǐ yǎng bùliǎo dà yú,We can not keep fish in shallow water
FALSE,472,吃别人嚼过的馍不香,chī biérén juéguò de mó bù xiāng,Eat others chew over the bun is not fragrant
FALSE,473,起大早，赶晚集,"qǐ dà zǎo, gǎn wǎn jí","We got up early, catch late set"
FALSE,474,打不着狐狸惹身骚,dǎ bùzháo húlí rě shēn sāo,Fox could not beat Sao provoke body
FALSE,475,多面手,duōmiànshǒu,All-rounder
FALSE,476,鸟枪换炮,niǎoqiānghuànpào,Niaoqianghuanpao
FALSE,477,矬子里拔将军,cuózi lǐ bá jiāngjūn,Cuozi pull generals
FALSE,478,给个棒槌就当针,gěi gè bàngchuí jiù dāng zhēn,When the needle on to a wooden club
FALSE,479,捧臭脚,pěng chòu jiǎo,Holding smelly feet
FALSE,480,咬人的狗不露齿,yǎo rén de gǒu bù lù chǐ,Dog bite grin
FALSE,481,炒冷饭,chǎolěngfàn,Same old stuff
FALSE,482,一只羊是赶，一群羊也是放,"yī zhǐ yáng shì gǎn, yīqún yáng yěshì fàng","Is to catch a sheep, a flock of sheep is put"
FALSE,483,虱子多了不咬，账多了不愁,"shīzi duō liǎo bù yǎo, zhàng duō liǎo bù chóu","Lice do not bite, much to worry about account"
FALSE,484,攒鸡毛，凑掸子,"zǎn jīmáo, còu dǎnzi","Save feather, duster Minato"
FALSE,485,骑脖子拉屎,qí bózi lā shǐ,Riding neck shit
FALSE,486,指着和尚骂秃子,zhǐzhe héshàng mà tūzi,Pointing to the monk scolded Baldy
FALSE,487,蚂蚱也是肉,mà zhà yěshì ròu,Grasshopper is meat
FALSE,488,背着抱着一般沉,bèizhe bàozhe yībān chén,Carrying a holding general Shen
FALSE,489,一言堂,yīyántáng,Lays down the law
FALSE,490,乱拳打死老师傅,luàn quán dǎ sǐ lǎo shīfù,Chaos boxing killed old master
FALSE,491,端起碗来吃肉，放下筷子骂娘,"duān qǐ wǎn lái chī ròu, fàngxià kuàizi màniáng","Picking to eat meat, put down the chopsticks BS-ing"
FALSE,492,出头的椽子先烂,chū tóu de chuánzi xiān làn,Somethings rotten rafters first
FALSE,493,一马勺坏一锅,yī mǎ sháo huài yī guō,A ladle bad pot
FALSE,494,终日打雁，让雁啄了眼,"zhōngrì dǎ yàn, ràng yàn zhuóle yǎn","Batangas day, let geese peck at his eyes"
FALSE,495,老鸹嫌猪黑,lǎoguā xián zhū hēi,Laogua too black pig
FALSE,496,别人牵驴你拔橛,biérén qiān lǘ nǐ bá jué,Others you pull the donkey chunks
FALSE,497,仔卖爷田不心疼,zǐ mài yé tián bù xīnténg,Aberdeen do not feel bad selling Ye Tian
FALSE,498,萝卜快了不洗泥,luóbo kuài liǎo bù xǐ ní,Do not wash mud radish fast
FALSE,499,接地气,jiēdì qì,Down to earth
